Round,Poll end time,Game mode,Beatmapset ID,Topic ID,Yes,No,Topic title
10,2018-04-01T21:17:26+00:00,0,660258,721041,156,11,[osu!std] 03/25/18 Camellia - The King of Lions by Zaiten Vote/Discussion
10,2018-04-01T21:17:28+00:00,0,449225,721042,121,13,[osu!std] 03/25/18 jioyi - Platinum by 09kami Vote/Discussion
10,2018-04-01T21:17:31+00:00,0,289225,721043,131,7,[osu!std] 03/25/18 Meramipop - Eiya [Imperishable Challengers] by -Tochi Vote/Discussion
10,2018-04-01T21:33:40+00:00,1,573197,721048,33,1,[osu!taiko] 03/25/18 Colorful Sounds Port - ETERNAL DRAIN by _yu68 Vote/Discussion
10,2018-04-01T21:33:41+00:00,1,386620,721049,28,0,[osu!taiko] 03/25/18 ARM - Rhododendron by tasuke912 Vote/Discussion
10,2018-04-01T21:33:43+00:00,1,86912,721050,29,0,[osu!taiko] 03/25/18 Dev/Null - Zombie Sunset by CharuV2 Vote/Discussion
10,2018-04-01T21:33:44+00:00,1,570278,721051,28,0,[osu!taiko] 03/25/18 MARETU - P - Mei Itte Mi Ro ! by maziari1105 Vote/Discussion
10,2018-04-01T21:33:45+00:00,1,411529,721052,35,5,[osu!taiko] 03/25/18 niconico douga - H.T.cocoa ha furufuru nanoka? by yyyyyyyypetu Vote/Discussion
10,2018-04-01T21:33:47+00:00,1,681633,721053,39,1,[osu!taiko] 03/25/18 Lulickma - Thank You for Calling! by Vulkin Vote/Discussion
10,2018-04-01T21:33:49+00:00,1,737778,721054,48,3,[osu!taiko] 03/25/18 lapix - Nexta by un-plugged Vote/Discussion
10,2018-04-01T21:41:11+00:00,2,555680,721061,33,8,[osu!catch] 03/25/18 DJ OKAWARI ft. Rem (CV: Minase Inori) - I Love You by Hareimu Vote/Discussion
10,2018-04-01T21:41:12+00:00,2,632891,721062,41,3,[osu!catch] 03/25/18 MC MENTAL - MC MENTAL @ HIS BEST by Kyuare Vote/Discussion
10,2018-04-01T21:41:13+00:00,2,738141,721063,42,6,[osu!catch] 03/25/18 Camellia - GHOST by Setomi Vote/Discussion
10,2018-04-01T21:41:14+00:00,2,556491,721064,36,4,[osu!catch] 03/25/18 Hiroki Kikuta - Fear of the Heavens by Emiru Vote/Discussion
10,2018-04-01T22:00:03+00:00,3,746298,721074,59,7,[osu!mania] 03/25/18 Steinjo - Friday Fahrenheit by Wh1teh Vote/Discussion
10,2018-04-01T22:00:04+00:00,3,243027,721075,96,6,[osu!mania] 03/25/18 Various - Yolomania Vol. 3A by Fullerene- Vote/Discussion
10,2018-04-01T22:00:05+00:00,3,682489,721076,63,7,[osu!mania] 03/25/18 Between the Buried and Me - The Parallax II by XeoStyle Vote/Discussion
10,2018-04-01T22:00:08+00:00,3,471503,721077,85,14,[osu!mania] 03/25/18 DJ UNDERJOY - MEME LEGENDS - KAC 2016 by _underjoy Vote/Discussion
10,2018-04-01T22:00:10+00:00,3,411717,721078,57,9,[osu!mania] 03/25/18 BlackY - Depravity CLiMAXXX by Valedict Vote/Discussion
10,2018-04-01T22:00:12+00:00,3,404994,721080,74,4,[osu!mania] 03/25/2018 noma - Brain Power by Blocko Vote/Discussion
10,2018-04-01T22:00:14+00:00,3,394957,721081,45,8,[osu!mania] 03/25/2018 Nobuyuki Shioda &amp; Yusuke Takahama - Kickmaster by Modren Vote/Discussion
10,2018-04-01T22:00:16+00:00,3,225139,721082,57,18,[osu!mania] 03/25/2018 Breakmaster Cylinder - The Italian Crack Job by Nivrad00 Vote/Discussion
10,2018-04-01T22:00:22+00:00,3,538667,721083,73,2,[osu!mania] 03/25/2018 DJ Sharpnel - bbu2&#039;s DJ Sharpnel 7K by Rain- Vote/Discussion
10,2018-04-01T22:00:24+00:00,3,330793,721084,52,3,[osu!mania] 03/25/2018 Danny Baranowsky - Crypt of the Necrodancer by CircusGalop Vote/Discussion
11,2018-04-15T23:28:36+00:00,0,20897,727579,110,13,[osu!std] 04/08/18 nobodyknows+ - Kokoro Odoru (Heart Dancing) by 100pa- Vote/Discussion
11,2018-04-15T23:28:47+00:00,0,685242,727580,239,10,[osu!std] 04/08/18 Camellia feat. Nanahira - Seashore on the Moon by melloe Vote/Discussion
11,2018-04-15T23:28:56+00:00,0,260141,727581,169,21,[osu!std] 04/08/18 Reol - No title by cRyo[iceeicee] Vote/Discussion
11,2018-04-15T23:29:04+00:00,0,584333,727582,191,11,"[osu!std] 04/08/18 Zedd, Grey - Adrenaline by Hollow Wings Vote/Discussion"
11,2018-04-15T23:29:10+00:00,0,332345,727583,120,4,[osu!std] 04/08/18 BLOOD STAIN CHILD - Last Stardust by Smoothie Vote/Discussion
11,2018-04-15T23:30:04+00:00,0,104727,727585,142,4,[osu!std] 04/08/18 yuikonnu - Kakushigoto by murasaki_sk Vote/Discussion
11,2018-04-15T23:30:12+00:00,0,582543,727586,148,6,[osu!std] 04/08/18 lapix - Amazing Mirage (Extended) by Akali Vote/Discussion
11,2018-04-15T23:30:13+00:00,0,252981,727587,195,24,[osu!std] 04/08/18 DJ Okawari - Flower Dance (Short Ver.) by -Hanayuki- Vote/Discussion
11,2018-04-15T23:30:16+00:00,0,626322,727588,157,12,[osu!std] 04/08/18 Dustvoxx - Trigger (Zekk Remix) by WhiteFo Vote/Discussion
11,2018-04-15T23:30:18+00:00,0,488016,727589,151,10,[osu!std] 04/08/18 Camellia - kodama by ProfessionalBox Vote/Discussion
11,2018-04-15T23:39:25+00:00,1,702806,727591,46,1,"[osu!taiko] 04/08/18 Katagiri - Soundcloud, do not die! by Rafael Nadal Vote/Discussion"
11,2018-04-15T23:39:27+00:00,1,439241,727592,33,4,[osu!taiko] 04/08/18 Helblinde - Grief &amp; Malice by S a n d Vote/Discussion
11,2018-04-15T23:39:29+00:00,1,42749,727593,23,3,[osu!taiko] 04/08/18 t+pazolite - tsugihagi Construction 2012 by pekos Vote/Discussion
11,2018-04-15T23:39:30+00:00,1,595898,727594,31,1,[osu!taiko] 04/08/18 moro - Holy Bitch by Midnaait Vote/Discussion
11,2018-04-15T23:39:31+00:00,1,332051,727595,14,1,[osu!taiko] 04/08/18 PrimeMIX - Uber 6 by snowball112 Vote/Discussion
11,2018-04-15T23:39:32+00:00,1,464923,727596,23,2,[osu!taiko] 04/08/18 Lite Show Magic - Stronghold by Nofool Vote/Discussion
11,2018-04-15T23:39:33+00:00,1,576641,727597,31,1,[osu!taiko] 04/08/18 hino isuika - Dreamin&#039; attraction!!(Extended) by asuasu_yura Vote/Discussion
11,2018-04-15T23:46:14+00:00,2,436455,727599,33,3,[osu!catch] 04/08/18 Five Hammer - f f f f f by Vincs Vote/Discussion
11,2018-04-15T23:46:15+00:00,2,650973,727600,36,3,[osu!catch] 04/08/18 Chroma - sink to the deep sea world by _Asriel Vote/Discussion
11,2018-04-15T23:46:16+00:00,2,507020,727601,21,3,[osu!catch] 04/08/18 Nanahoshi Kangengakudan - IMAGINARY LIKE THE JUSTICE by -Ken Vote/Discussion
11,2018-04-15T23:46:17+00:00,2,425956,727602,32,9,[osu!catch] 04/08/18 Spawn Of Possession - Apparition by Razor Sharp Vote/Discussion
11,2018-04-15T23:46:18+00:00,2,246497,727603,33,4,[osu!catch] 04/08/18 Shawn Wasabi - Pizza Rolls (metal x EDM mashup) by [224]Reol Vote/Discussion
11,2018-04-16T00:00:50+00:00,3,452446,727607,58,5,[osu!mania] 04/08/18 Fallujah - Sapphire by Shoegazer Vote/Discussion
11,2018-04-16T00:00:51+00:00,3,673492,727608,57,8,[osu!mania] 04/08/18 Black Sun Empire - Dawn Of A Dark Day (Receptor Remix) by Tidek Vote/Discussion
11,2018-04-16T00:00:52+00:00,3,494325,727609,60,4,[osu!mania] 04/08/18 KASHIWA Daisuke - April.#02 by Fullerene- Vote/Discussion
11,2018-04-16T00:00:54+00:00,3,179709,727610,27,47,[osu!mania] 04/08/18 kors k - monkey bussines by cimpucimpu Vote/Discussion
11,2018-04-16T00:00:55+00:00,3,212088,727611,55,6,[osu!mania] 04/08/18 Ranzor - That Was Too Slow by Quick Draw Vote/Discussion
11,2018-04-16T00:00:56+00:00,3,550208,727612,57,2,"[osu!mania] 04/08/18 Nero&#039;s Day At Disneyland - No Money Down, Low Monthly...by Ciel Vote/Discussion"
11,2018-04-16T00:00:58+00:00,3,309474,727613,52,2,[osu!mania] 04/08/18 Kyary Pamyu Pamyu - Mottai Night Land by Cuppp Vote/Discussion
11,2018-04-16T00:00:59+00:00,3,89535,727614,39,2,[osu!mania] 04/08/18 sun3 - Messier 333 by MOONWOLF Vote/Discussion
11,2018-04-16T00:01:01+00:00,3,178027,727615,42,7,[osu!mania] 04/08/18 Halozy - Starry Presto by Entozer Vote/Discussion
11,2018-04-16T00:01:02+00:00,3,416575,727616,48,3,[osu!mania] 04/08/18 xi - over the top by ArcherLove Vote/Discussion
12,2018-04-30T21:14:55+00:00,0,539300,735985,317,23,[osu!std] 04/22/18 Chopin - Revolutionary Etude by Louis Cyphre Vote/Discussion
12,2018-04-30T21:14:57+00:00,0,107377,735986,190,19,[osu!std] 04/22/18 Seiryu - Ultramarine by RLC Vote/Discussion
12,2018-04-30T21:14:58+00:00,0,124905,735987,144,16,[osu!std] 04/22/18 y0c1e - heiju-do by Liiraye Vote/Discussion
12,2018-04-30T21:14:59+00:00,0,340048,735988,230,10,[osu!std] 04/22/18 Memme - Avalanche by byfar Vote/Discussion
12,2018-04-30T21:15:00+00:00,0,418412,735989,307,46,[osu!std] 04/22/18 Ebanko - Lyoshka by kkk Vote/Discussion
12,2018-04-30T21:15:01+00:00,0,288824,735990,267,12,[osu!std] 04/22/18 Jeff Williams - Die (feat. Casey Lee Williams) by LunarFox Vote/Discussion
12,2018-04-30T21:15:03+00:00,0,648310,735991,622,70,[osu!std] 04/22/18 Dean Fujitoka - History Maker (TV Size) by fartownik Vote/Discussion
12,2018-04-30T21:15:04+00:00,0,375201,735992,303,22,[osu!std] 04/22/18 toby fox + RichaadEB - MEGALOVANIA ~Dual Mix~ by The_CJ Vote/Discussion
12,2018-04-30T21:15:05+00:00,0,327265,735993,231,36,[osu!std] 04/22/18 Kelemen Kabatban - Maradjatok Gyerekek feat. Ecku by [ Another ] Vote/Discussion
12,2018-04-30T21:15:07+00:00,0,640394,735994,279,24,[osu!std] 04/22/18 xi - Glorious Crown by Nakagawa-Kanon Vote/Discussion
12,2018-04-30T21:28:11+00:00,1,559992,736000,43,1,[osu!taiko] 04/22/18 YUC&#039;e - MUDPIE by Y O U T A Vote/Discussion
12,2018-04-30T21:28:13+00:00,1,494063,736002,20,1,[osu!taiko] 04/22/18 goreshit - wasting my time by SKSalt Vote/Discussion
12,2018-04-30T21:28:15+00:00,1,286763,736003,41,0,[osu!taiko] 04/22/18 Hatsune Miku - Snow Drive by WoahE Vote/Discussion
12,2018-04-30T21:28:16+00:00,1,360838,736004,47,3,[osu!taiko] 04/22/18 t+pazolite - Oshama Scramble! by [_Chichinya_] Vote/Discussion
12,2018-04-30T21:28:17+00:00,1,517258,736005,21,0,[osu!taiko] 04/22/18 t+pazolite with siromaru - Chambarising by Fantazy Vote/Discussion
12,2018-04-30T21:28:19+00:00,1,706309,736006,27,6,[osu!taiko] 04/22/18 Daddy Yankee - El Ritmo no Perdona by Myckoll Vote/Discussion
12,2018-04-30T21:31:37+00:00,1,50932,736008,20,1,[osu!taiko] 04/22/18 REDALiCE - Volar by yoyo Vote/Discussion
12,2018-04-30T21:37:13+00:00,2,34729,736012,18,7,[osu!catch] 04/22/18 YuFu - Holy Moon by Kuzino Vote/Discussion
12,2018-04-30T21:37:14+00:00,2,57310,736013,30,6,[osu!catch] 04/22/18 odaxelagnia - lolinternetcatgirls.flp by ayiku Vote/Discussion
12,2018-04-30T21:37:16+00:00,2,440722,736014,35,3,[osu!catch] 04/22/18 Camellia - crystallized by [224]Hyperw7 Vote/Discussion
12,2018-04-30T21:37:17+00:00,2,593633,736015,32,2,[osu!catch] 04/22/18 Various Artists - Skill Analyzer III by _Asriel Vote/Discussion
12,2018-04-30T21:37:19+00:00,2,534978,736016,35,1,[osu!catch] 04/22/18 Shiron - CODE -CRiMSON- by Minato Yukina Vote/Discussion
12,2018-04-30T21:49:19+00:00,3,663256,736018,42,6,[osu!mania] 04/22/18 Yuuyu - Scrap Syndrome by Halogen- Vote/Discussion
12,2018-04-30T21:49:22+00:00,3,480479,736019,56,4,[osu!mania] 04/22/18 DJ Sharpnel - TAKECORE OF YOURSELF by Wh1teh Vote/Discussion
12,2018-04-30T21:49:23+00:00,3,658681,736020,46,6,[osu!mania] 04/22/18 Alon Mor - Epollo by Couil Vote/Discussion
12,2018-04-30T21:49:24+00:00,3,485363,736021,35,6,[osu!mania] 04/22/18 xi - Hesperides by kagiii Vote/Discussion
12,2018-04-30T21:49:25+00:00,3,577617,736022,58,2,[osu!mania] 04/22/18 Various Artists - Piano 7K BMS Pack by silentch Vote/Discussion
12,2018-04-30T21:49:27+00:00,3,252901,736023,86,4,[osu!mania] 04/22/18 yuikonnu - Chikyuu Saigo no Kokuhaku wo by KenZ Vote/Discussion
12,2018-04-30T21:49:28+00:00,3,413610,736024,27,3,[osu!mania] 04/22/18 BilliumMoto - CuddlePiano by Nivrad00 Vote/Discussion
13,2018-05-13T22:47:04+00:00,0,227021,742387,121,9,[osu!std] 5/6/18 MY FIRST STORY - Fukagyaku Replace by Moway Vote/Discussion
13,2018-05-13T22:47:06+00:00,0,203734,742388,80,11,[osu!std] 5/6/18 JerryC - Canon Rock by momo1101 Vote/Discussion
13,2018-05-13T22:47:08+00:00,0,89429,742389,111,2,[osu!std] 5/6/18 Foreground Eclipse - You May Not Want To Hear This But byGoldenWolf Vote/Discussion
13,2018-05-13T22:47:09+00:00,0,5947,742390,104,9,[osu!std] 5/6/18 Dschinghis Khan - Moskau by RemmyX25 Vote/Discussion
13,2018-05-13T22:47:11+00:00,0,357361,742391,71,6,[osu!std] 5/6/18 Hatsuki Yura - Shoujo to Ougonryuu no Monogatari by Lortus Vote/Discussion
13,2018-05-13T22:47:12+00:00,0,369623,742392,93,3,[osu!std] 5/6/18 Maid-chan (CV: Horie Yui) - Maid-chan yori. by Yakisoba_Pan Vote/Discussion
13,2018-05-13T22:47:14+00:00,0,107475,742393,57,6,[osu!std] 5/6/18 OSTER project - Capriccio of My Mind by Snow Note Vote/Discussion
13,2018-05-13T22:47:15+00:00,0,512648,742394,97,7,[osu!std] 5/6/18 Dollscythe - Flashes (Extended) by Skystar Vote/Discussion
13,2018-05-13T22:47:16+00:00,0,241508,742395,123,5,[osu!std] 5/6/18 Camelia feat. nanahira - Bassdrop freaks by fanzhen0019 Vote/Discussion
13,2018-05-13T22:47:17+00:00,0,47027,742396,60,8,[osu!std] 5/6/18 Prim - Koisuru*Uchuu Sensou!! (Ryu* Remix) by DoKito Vote/Discussion
13,2018-05-13T23:03:18+00:00,1,673935,742402,34,2,[osu!taiko] 5/6/18 Yooh - MariannE (NotTaiko Edit) by Gezoda Vote/Discussion
13,2018-05-13T23:03:20+00:00,1,491879,742403,19,2,[osu!taiko] 5/6/18 Minamotoya feat. Kuroa* - Hana Kagerou by Ni-Sokkususu Vote/Discussion
13,2018-05-13T23:03:22+00:00,1,55126,742404,13,9,[osu!taiko] 5/6/18 Remixed by DJ Command - Mermaid girl AKIBA KOUBOU MIX by Langmaor Vote/Discussion
13,2018-05-13T23:03:23+00:00,1,376397,742405,27,2,[osu!taiko] 5/6/18 USAO - Night sky by Mel Vote/Discussion
13,2018-05-13T23:03:24+00:00,1,351574,742406,21,0,[osu!taiko] 5/6/18 t+pazolite &amp; COMP - Sayonara Matane by tasuke912 Vote/Discussion
13,2018-05-13T23:03:28+00:00,1,594246,742407,22,18,[osu!taiko] 5/6/18 Kurokotei - Lusamine in a Perfect World by Sayaka- Vote/Discussion
13,2018-05-13T23:03:30+00:00,1,718270,742408,26,0,[osu!taiko] 5/6/18 BlackY - B(Camellia&#039;s&quot;BlAst-Off&quot;Remix) by yea Vote/Discussion
13,2018-05-13T23:15:38+00:00,2,462829,742414,23,5,[osu!catch] 5/6/18 Ocelot - YUKARI by Hareimu Vote/Discussion
13,2018-05-13T23:15:39+00:00,2,484283,742415,17,1,[osu!catch] 5/6/18 Mamonis - The Sampling Paradise by Tenshichan Vote/Discussion
13,2018-05-13T23:15:40+00:00,2,74459,742416,17,2,[osu!catch] 5/6/18 PRASTIK DANCEFLOOR - Session 1 -Genesis- by Drafura Vote/Discussion
13,2018-05-13T23:15:41+00:00,2,444696,742417,22,2,[osu!catch] 5/6/18 dors k(uro) - dreeeeam by Chara Vote/Discussion
13,2018-05-13T23:15:43+00:00,2,233454,742418,20,1,[osu!catch] 5/6/18 ICE - L by ZHSteven Vote/Discussion
13,2018-05-13T23:28:27+00:00,3,609826,742424,61,4,[osu!mania] 5/6/18 Between The Buried and Me - Telos by Phil Vote/Discussion
13,2018-05-13T23:28:29+00:00,3,532682,742425,61,4,[osu!mania] 5/6/18 9mm Parabellum Bullet - Punishment by Valedict Vote/Discussion
13,2018-05-13T23:28:30+00:00,3,235827,742426,61,7,[osu!mania] 5/6/18 Soleily - Renatus by Fullerene- Vote/Discussion
13,2018-05-13T23:28:32+00:00,3,79839,742427,51,10,[osu!mania] 5/6/18 Danny Baranowsky - The Battle of Lil&#039; Slugger by Staiain Vote/Discussion
13,2018-05-13T23:28:33+00:00,3,533010,742428,82,9,[osu!mania] 5/6/18 RADWIMPS - Zen Zen Zense by Niima Vote/Discussion
13,2018-05-13T23:28:34+00:00,3,308297,742429,52,11,[osu!mania] 5/6/18 Saiya - Remote Control by Arzenvald Vote/Discussion
13,2018-05-13T23:28:36+00:00,3,450069,742430,87,8,[osu!mania] 5/6/18 osu!mania 7K Dan Course - Insane Level (Regular) by Jinjin Vote/Discussion
14,2018-05-27T22:02:30+00:00,0,70469,749046,695,71,[osu!std] 5/20/18 t+pazolite - Kick-ass Kung-fu Carnival by Zapy Vote/Discussion
14,2018-05-27T22:02:36+00:00,0,364403,749047,662,39,[osu!std] 5/20/18 Equilibrium - Wirtshaus Gaudi by Mazzerin Vote/Discussion
14,2018-05-27T22:02:41+00:00,0,154833,749048,589,36,[osu!std] 5/20/18 Kuroneko Dungeon - Ryuu to Shoujo to Decoherence by Flower Vote/Discussion
14,2018-05-27T22:02:45+00:00,0,278213,749049,394,71,[osu!std] 5/20/18 siromaru - Absurd Gaff by rustbell Vote/Discussion
14,2018-05-27T22:02:50+00:00,0,286168,749050,696,17,[osu!std] 5/20/18 Hatsuki Yura - Diabolikha by Lan wings Vote/Discussion
14,2018-05-27T22:02:54+00:00,0,169874,749051,832,54,[osu!std] 5/20/18 Helblinde - Disconnected by Taikuta Vote/Discussion
14,2018-05-27T22:03:00+00:00,0,153455,749052,656,43,[osu!std] 5/20/18 UPLIFT SPICE - Omega Rhythm(BPM210.Ver) by T1Y Vote/Discussion
14,2018-05-27T22:03:05+00:00,0,756794,749053,4115,100,[osu!std] 5/20/18 Mayday (feat. Laura Brehm) by Voltaeyx Vote/Discussion
14,2018-05-27T22:03:06+00:00,0,56886,749054,398,52,[osu!std] 5/20/18 Traktion - Gid V by galvenize Vote/Discussion
14,2018-05-27T22:03:08+00:00,0,194576,749055,759,50,[osu!std] 5/20/18 GigaP &amp; Reol - Drop Pop Candy by - M a o n - Vote/Discussion
14,2018-05-27T22:11:03+00:00,1,663341,749060,136,6,[osu!taiko] 5/20/18 Goreshit - Still scared of ouija boards by Backfire Vote/Discussion
14,2018-05-27T22:11:06+00:00,1,589811,749061,97,4,[osu!taiko] 5/20/18 Chroma - sink to the deep sea world by Ulqui Vote/Discussion
14,2018-05-27T22:11:09+00:00,1,334440,749062,140,22,[osu!taiko] 5/20/18 Umaru Doma - Kakushinteki*Metamaruphose! by -H a y a- Vote/Discussion
14,2018-05-27T22:11:10+00:00,1,224900,749063,70,6,[osu!taiko] 5/20/18 Rairyu - ra’am by glalucard Vote/Discussion
14,2018-05-27T22:11:12+00:00,1,689734,749064,64,10,[osu!taiko] 5/20/18 Hommarju feat. R. Cena - Chousai Kenbo Sengen by iceOC Vote/Discussion
14,2018-05-27T22:11:13+00:00,1,410556,749065,229,5,[osu!taiko] 5/20/18 Silent Siren - Hachigatsu no Yoru by suni Vote/Discussion
14,2018-05-27T22:11:15+00:00,1,205717,749066,121,6,[osu!taiko] 5/20/18 Hapi - THE MEDLEY OF KIRBY SSDX by alecreit Vote/Discussion
14,2018-05-27T22:14:45+00:00,2,116056,749070,95,6,[osu!catch] 5/20/18 nanahira - Francium by Yami Shoujo Vote/Discussion
14,2018-05-27T22:14:46+00:00,2,359719,749071,62,7,[osu!catch] 5/20/18 seiya-murai feat.ALT - Sumidagawa Karenka by Gommy Vote/Discussion
14,2018-05-27T22:14:47+00:00,2,448332,749072,76,2,[osu!catch] 5/20/18 Akiyama Uni - Kanpan Tasogare Shinbun by Kyptoric Vote/Discussion
14,2018-05-27T22:14:49+00:00,2,614764,749073,126,3,[osu!catch] 5/20/18 kradness&amp;Reol - Okochama Sensou by Emiru Vote/Discussion
14,2018-05-27T22:20:05+00:00,3,490402,749079,116,7,[osu!mania] 5/20/18 Hilight Tribe - Free Tibet (Vini Vici Remix) by Jole Vote/Discussion
14,2018-05-27T22:20:06+00:00,3,455656,749080,113,9,[osu!mania] 5/20/18 Billx - LA MD by Wh1teh Vote/Discussion
14,2018-05-27T22:20:08+00:00,3,740979,749081,147,18,[osu!mania] 5/20/18 Hatsuki Yura - The Clockwork Rose by Gekido- Vote/Discussion
14,2018-05-27T22:20:10+00:00,3,463826,749082,100,14,[osu!mania] 5/20/18 Suzumu - Kakumeisei ousama densenbyou by Zenonia Vote/Discussion
14,2018-05-27T22:20:11+00:00,3,517221,749083,68,6,[osu!mania] 5/20/18 Hino isuika - Dreamin’ attraction!!(Extended) by qodtjr Vote/Discussion
14,2018-05-27T22:20:13+00:00,3,288138,749084,122,6,[osu!mania] 5/20/18 UNDEAD CORPORATION - Seven Colors by Nwolf Vote/Discussion
14,2018-05-27T22:20:15+00:00,3,735580,749085,128,10,[osu!mania] 5/20/18 Bill wurtz - outside by Nivrad00 Vote/Discussion
15,2018-06-10T17:24:37+00:00,0,53317,755746,672,93,[osu!std] 6/3/18 The Cab - Angel With A Shotgun (Nightcore Mix) by Piscis Vote/Discussion
15,2018-06-10T17:24:40+00:00,0,432589,755747,574,31,[osu!std] 6/3/18 Morimori Atsushi - Paradigm Shift by Avena Vote/Discussion
15,2018-06-10T17:24:43+00:00,0,177187,755748,2529,38,[osu!std] 6/3/18 onoken - Sagashi Mono(BMS Edit) by Ayakura Mei Vote/Discussion
15,2018-06-10T17:24:45+00:00,0,215978,755749,349,54,[osu!std] 6/3/18 Tinie Tempah ft. Ellie Goulding - Wonderman (Bare Noize Remix) by Norb Vote/Discuss
15,2018-06-10T17:24:52+00:00,0,710630,755750,537,65,[osu!std] 6/3/18 IOSYS - Marisa wa Taihen na Mono wo Nusunde Ikimashita by DJPop Vote/Discussion
15,2018-06-10T17:24:54+00:00,0,105289,755751,433,54,[osu!std] 6/3/18 Helblinde - Dead End by Cancel Vote/Discussion
15,2018-06-10T17:24:57+00:00,0,307319,755752,448,13,[osu!std] 6/3/18 Yooh - LegenD. by Akali Vote/Discussion
15,2018-06-10T17:25:01+00:00,0,514121,755753,242,78,[osu!std] 6/3/18 dj MAX STEROID - Arabian Rave Night by jesse1412 Vote/Discussion
15,2018-06-10T17:25:05+00:00,0,136878,755754,342,50,[osu!std] 6/3/18 Nanahoshi Kangengakudan - Meikaruza (inst) by ivvi Vote/Discussion
15,2018-06-10T17:25:08+00:00,0,248206,755755,235,21,[osu!std] 6/3/18 Tokisawa Nao - BRYNHILDR IN THE DARKNESS(tamame&#039;s bootleg edit) by ShiraKai Vote/Di
15,2018-06-10T17:39:43+00:00,1,52068,755763,53,7,[osu!taiko] 6/3/18 t+pazolite - Boogie Woogie Splatter Show by 12358 Vote/Discussion
15,2018-06-10T17:39:45+00:00,1,328741,755764,31,1,[osu!taiko] 6/3/18 tarolabo - NijiBishox1HadairoSenjoSenjo by Nyan Vote/Discussion
15,2018-06-10T17:39:46+00:00,1,179223,755765,30,3,[osu!taiko] 6/3/18 t+pazolite - TANO*C TOUR 2012 the Anthem by Fraolinch Vote/Discussion
15,2018-06-10T17:39:48+00:00,1,661767,755766,47,2,[osu!taiko] 6/3/18 Camellia - Kono Hoshi de…. by Raphalge Vote/Discussion
15,2018-06-10T17:39:49+00:00,1,353326,755767,28,5,[osu!taiko] 6/3/18 SasakureP - bokura no 16bit warz by DarkStoorM Vote/Discussion
15,2018-06-10T17:39:51+00:00,1,535179,755768,139,2,[osu!taiko] 6/3/18 YUC’e - Future Candy by KinomiCandy Vote/Discussion
15,2018-06-10T17:39:53+00:00,1,555374,755769,95,4,[osu!taiko] 6/3/18 IAHN - Transform (Original Mix) by asuasu_yura Vote/Discussion
15,2018-06-10T17:47:56+00:00,2,433615,755776,70,2,[osu!catch] 6/3/18 Camellia - R U Still xxxx? by INO Vote/Discussion
15,2018-06-10T17:47:57+00:00,2,650280,755778,46,4,[osu!catch] 6/3/18 Renard - Break by Emiru Vote/Discussion
15,2018-06-10T17:47:59+00:00,2,666341,755779,54,6,[osu!catch] 6/3/18 DJ TOTTO - Crystalia by - G i G a s - Vote/Discussion
15,2018-06-10T17:48:01+00:00,2,608896,755780,54,3,[osu!catch] 6/3/18 Aimer with chelly (EGOIST) - ninelie (REDSHiFT x Vesuvia remix) by Furely Vote/Di
15,2018-06-10T17:57:51+00:00,3,352757,755784,70,6,[osu!mania] 6/3/18 3034 - NS18 by Fullerene- Vote/Discussion
15,2018-06-10T17:57:56+00:00,3,556824,755785,85,3,[osu!mania] 6/3/18 Camellia - Dans la mer de son by Jinjin Vote/Discussion
15,2018-06-10T17:57:57+00:00,3,723624,755786,58,12,[osu!mania] 6/3/18 The Flashbulb - Back of the Yards by Halogen- Vote/Discussion
15,2018-06-10T17:57:59+00:00,3,302911,755787,59,5,[osu!mania] 6/3/18 The Ghost of 3.13 - Last Star In The Universe by Shoegazer Vote/Discussion
15,2018-06-10T17:58:00+00:00,3,472088,755788,73,3,[osu!mania] 6/3/18 Camellia - crystallized by Blocko Vote/Discussion
15,2018-06-10T17:58:02+00:00,3,483389,755789,54,4,[osu!mania] 6/3/18 LeaF - Wizdomiot by pporse Vote/Discussion
15,2018-06-10T17:58:04+00:00,3,424715,755790,52,17,[osu!mania] 6/3/18 nana mizuki - Vitalization by MoTeSolo Vote/Discussion
16,2018-06-24T17:40:55+00:00,0,370605,762191,295,17,[osu!std] 6/17/18 nao - Toaru Shoukoku no Ohimesama by Settia
16,2018-06-24T17:40:57+00:00,0,169650,762192,161,33,[osu!std] 6/17/18 ave;new feat. Shirasawa Rie - MAYBE ROSY KISS -HARD dRESS STYLE- by [CSGA]Ar3sgice
16,2018-06-24T17:40:58+00:00,0,235068,762193,263,14,[osu!std] 6/17/18 utsuP - MiKUSABBATH by - Milhofo -
16,2018-06-24T17:40:59+00:00,0,466872,762194,223,6,[osu!std] 6/17/18 Igorrr &amp; Ruby My Dear - Figue Folle by Shrukaghn
16,2018-06-24T17:41:01+00:00,0,340763,762195,236,5,[osu!std] 6/17/18 omoi - Rasen hikou by Arieruco
16,2018-06-24T17:41:03+00:00,0,336644,762196,223,68,[osu!std] 6/17/18 Maffalda - Feliz Pascoa pra todos voces apesar de ninguem ter me... by Nhawak
16,2018-06-24T17:41:04+00:00,0,446027,762197,326,19,[osu!std] 6/17/18 Nanahira - Shinchoku Doudesu ka? by BarkingMadDog
16,2018-06-24T17:41:05+00:00,0,345086,762198,246,33,[osu!std] 6/17/18 Carpenter Brut - Anarchy Road by Voyen
